word,V/C Ratio,S-Score,ULetters
crims,0.25,9,5
zitis,0.67,14,4
clove,0.67,10,5
diked,0.67,11,4
waxed,0.67,16,5
roton,0.67,5,4
naats,0.67,5,4
speld,0.25,8,5
maiko,1.5,11,5
expat,0.67,14,5
jewed,0.67,16,4
xebec,0.67,16,4
nodus,0.67,6,5
poule,1.5,7,5
duing,0.67,7,5
aglee,1.5,6,4
feard,0.67,9,5
prags,0.25,8,5
cryer,0.25,10,4
tryer,0.25,8,4
amban,0.67,9,4
sited,0.67,6,5
torot,0.67,5,3
stead,0.67,6,5
drake,0.67,10,5
chems,0.25,12,5
abort,0.67,7,5
regar,0.67,6,4
tarok,0.67,9,5
cimex,0.67,16,5
iiwis,1.5,8,3
waqfs,0.25,20,5
pyros,0.25,10,5
seles,0.67,5,3
cymar,0.25,12,5
vista,0.67,8,5
madid,0.67,9,4
mixis,0.67,14,4
garum,0.67,8,5
scups,0.25,9,4
voles,0.67,8,5
swift,0.25,11,5
bania,1.5,7,4
caeca,1.5,9,3
bosom,0.67,9,4
eever,1.5,8,3
sklim,0.25,11,5
tawed,0.67,9,5
trode,0.67,6,5
mayan,0.67,10,4
breem,0.67,9,4
yucch,0.25,15,4
thief,0.67,11,5
bouns,0.67,7,5
recal,0.67,7,5
molto,0.67,7,4
moira,1.5,7,5
cleek,0.67,11,4
konbu,0.67,11,5
bamas,0.67,9,4
oasal,1.5,5,4
fjeld,0.25,16,5
poses,0.67,7,4
potoo,1.5,7,3
elchi,0.67,10,5
smart,0.25,7,5
doven,0.67,9,5
guiro,1.5,6,5
oubit,1.5,7,5
mazak,0.67,20,4
spays,0.25,10,4
rials,0.67,5,5
eloge,1.5,6,4
oxman,0.67,14,5
styme,0.25,10,5
piais,1.5,7,4
nully,0.25,8,4
kumis,0.67,11,5
witty,0.25,11,4
broad,0.67,8,5
ryugi,0.67,9,5
nertz,0.25,14,5
potes,0.67,7,5
yetts,0.25,8,4
feted,0.67,9,4
wooer,1.5,8,4
solah,0.67,8,5
umped,0.67,10,5
frory,0.25,11,4
drain,0.67,6,5
worst,0.25,8,5
busts,0.25,7,4
icker,0.67,11,5
cauri,1.5,7,5
felid,0.67,9,5
whisk,0.25,15,5
buist,0.67,7,5
zippo,0.67,18,4
urson,0.67,5,5
roums,0.67,7,5
unlaw,0.67,8,5
luxed,0.67,13,5
pulmo,0.67,9,5
spits,0.25,7,4
quork,0.67,18,5
rores,0.67,5,4
jesse,0.67,12,3
adyta,0.67,9,4
frost,0.25,8,5
bawns,0.25,10,5
boxes,0.67,14,5
shies,0.67,8,4
fudgy,0.25,13,5
auric,1.5,7,5
qadis,0.67,15,5
drees,0.67,6,4
whort,0.25,11,5
carse,0.67,7,5
juvie,1.5,15,5
ratty,0.25,8,4
segni,0.67,6,5
shame,0.67,10,5
elves,0.67,8,4
moars,0.67,7,5
caser,0.67,7,5
malty,0.25,10,5
bovid,0.67,11,5
sarky,0.25,12,5
twixt,0.25,15,4
quick,0.67,20,5
unrip,0.67,7,5
yoick,0.67,14,5
tonks,0.25,9,5
netes,0.67,5,4
lowne,0.67,8,5
rakki,0.67,13,4
twice,0.67,10,5
yerds,0.25,9,5
bigly,0.25,11,5
ylike,0.67,12,5
squeg,0.67,15,5
maerl,0.67,7,5
mixed,0.67,15,5
unown,0.67,8,4
drank,0.25,10,5
dukka,0.67,14,4
tonne,0.67,5,4
kybos,0.25,14,5
emmys,0.25,12,4
hotel,0.67,8,5
mokky,0.25,18,4
wanna,0.67,8,3
curry,0.25,10,4
benga,0.67,8,5
ogams,0.67,8,5
pagne,0.67,8,5
owers,0.67,8,5
sured,0.67,6,5
havoc,0.67,13,5
viral,0.67,8,5
sasse,0.67,5,3
hanks,0.25,12,5
winos,0.67,8,5
bloop,0.67,9,4
siree,1.5,5,4
frays,0.25,11,5
fritz,0.25,17,5
chivs,0.25,13,5
sexed,0.67,13,4
toric,0.67,7,5
drunk,0.25,10,5
ebony,0.67,10,5
fixie,1.5,15,4
kvass,0.25,12,4
atmas,0.67,7,4
haggs,0.25,10,4
romps,0.25,9,5
meeps,0.67,9,4
compo,0.67,11,4
index,0.67,13,5
mosts,0.25,7,4
thorp,0.25,10,5
chawk,0.25,17,5
uncia,1.5,7,5
zobus,0.67,16,5
farci,0.67,10,5
sault,0.67,5,5
reing,0.67,6,5
pirai,1.5,7,4
taces,0.67,7,5
dodge,0.67,8,4
kirby,0.25,14,5
zygon,0.25,18,5
pipet,0.67,9,4
epopt,0.67,9,4
shero,0.67,8,5
booms,0.67,9,4
pumie,1.5,9,5
beryl,0.25,10,5
rawer,0.67,8,4
tabac,0.67,9,4
milor,0.67,7,5
vends,0.25,9,5
solas,0.67,5,4
poilu,1.5,7,5
tahas,0.67,8,4
anima,1.5,7,4
zizel,0.67,23,4
heigh,0.67,12,4
polly,0.25,10,4
rejig,0.67,13,5
qibla,0.67,16,5
horme,0.67,10,5
reefs,0.67,8,4
hotly,0.25,11,5
posit,0.67,7,5
syped,0.25,11,5
doges,0.67,7,5
tepal,0.67,7,5
rotor,0.67,5,3
nunky,0.25,12,4
gusty,0.25,9,5
spunk,0.25,11,5
chiel,0.67,10,5
sazes,0.67,14,4
pshut,0.25,10,5
horis,0.67,8,5
prank,0.25,11,5
groan,0.67,6,5
saman,0.67,7,4
hashy,0.25,14,4
vixen,0.67,15,5
niqab,0.67,16,5
jural,0.67,12,5
paced,0.67,10,5
unzip,0.67,16,5
doyen,0.67,9,5
mikra,0.67,11,5
lahar,0.67,8,4
saddo,0.67,7,4
sulph,0.25,10,5
drabs,0.25,8,5
getup,0.67,8,5
resee,1.5,5,3
unfit,0.67,8,5
mitts,0.25,7,4
runce,0.67,7,5
skiff,0.25,15,4
wynns,0.0,11,4
slype,0.25,10,5
topaz,0.67,16,5
ottos,0.67,5,3
kiths,0.25,12,5
recue,1.5,7,4
shris,0.25,8,4
spoot,0.67,7,4
basti,0.67,7,5
zamia,1.5,16,4
pivos,0.67,10,5
reccy,0.25,12,4
coils,0.67,7,5
anura,1.5,5,4
gytes,0.25,9,5
quies,1.5,14,5
parms,0.25,9,5
reiki,1.5,9,4
muddy,0.25,12,4
meved,0.67,11,4
lands,0.25,6,5
voips,0.67,10,5
bused,0.67,8,5
keeno,1.5,9,4
liens,0.67,5,5
girts,0.25,6,5
clerk,0.25,11,5
stupe,0.67,7,5
nache,0.67,10,5
asset,0.67,5,4
piyut,0.67,10,5
sures,0.67,5,4
trial,0.67,5,5
biggs,0.25,9,4
roids,0.67,6,5
embay,0.67,12,5
sowms,0.25,10,4
sowth,0.25,11,5
jewie,1.5,15,4
mouse,1.5,7,5
dogly,0.25,10,5
havan,0.67,11,4
sowle,0.67,8,5
brame,0.67,9,5
alcos,0.67,7,5
abide,1.5,8,5
ickle,0.67,11,5
ballo,0.67,7,4
booai,4.0,7,4
rhody,0.25,12,5
detox,0.67,13,5
peake,1.5,11,4
molts,0.25,7,5
aeons,1.5,5,5
glare,0.67,6,5
dhole,0.67,9,5
jeeze,1.5,21,3
seize,1.5,14,4
lotto,0.67,5,3
dally,0.25,9,4
bamma,0.67,11,3
frump,0.25,12,5
spelt,0.25,7,5
jatis,0.67,12,5
motte,0.67,7,4
miaul,1.5,7,5
abjud,0.67,15,5
daffs,0.25,12,4
wingy,0.25,12,5
happi,0.67,12,4
mirrl,0.25,7,4
plumb,0.25,11,5
troat,0.67,5,4
tromp,0.25,9,5
usens,0.67,5,4
resaw,0.67,8,5
afald,0.67,9,4
durra,0.67,6,4
flame,0.67,10,5
twire,0.67,8,5
routs,0.67,5,5
uplay,0.67,10,5
gyeld,0.25,10,5
conic,0.67,9,4
gulab,0.67,8,5
waked,0.67,13,5
stucs,0.25,7,4
cowry,0.25,13,5
seity,0.67,8,5
bedes,0.67,8,4
grize,0.67,15,5
goety,0.67,9,5
banns,0.25,7,4
stems,0.25,7,4
muted,0.67,8,5
mayor,0.67,10,5
marts,0.25,7,5
moals,0.67,7,5
tarry,0.25,8,4
clart,0.25,7,5
morns,0.25,7,5
disks,0.25,10,4
utile,1.5,5,5
benji,0.67,14,5
sobas,0.67,7,4
maneh,0.67,10,5
bibes,0.67,9,4
kooky,0.67,16,3
iftar,0.67,8,5
nibby,0.25,12,4
larva,0.67,8,4
topek,0.67,11,5
minim,0.67,9,3
jomos,0.67,14,4
tutus,0.67,5,3
byrls,0.0,10,5
metel,0.67,7,4
ziffs,0.25,20,4
incel,0.67,7,5
runds,0.25,6,5
kuris,0.67,9,5
meids,0.67,8,5
resit,0.67,5,5
agues,1.5,6,5
opzit,0.67,16,5
wrapt,0.25,10,5
kitab,0.67,11,5
pluck,0.25,13,5
wolds,0.25,9,5
jeats,0.67,12,5
spiky,0.25,14,5
falaj,0.67,15,4
zooid,1.5,15,4
ferly,0.25,11,5
gangs,0.25,7,4
chard,0.25,11,5
curio,1.5,7,5
dorks,0.25,10,5
lanch,0.25,10,5
terre,0.67,5,3
emmer,0.67,9,3
rivel,0.67,8,5
croze,0.67,16,5
pavas,0.67,10,4
viler,0.67,8,5
hanap,0.67,10,4
actor,0.67,7,5
aleft,0.67,8,5
pondy,0.25,11,5
mafia,1.5,10,4
puppa,0.67,11,3
zymes,0.25,19,5
corey,0.67,10,5
surfy,0.25,11,5
sixte,0.67,12,5
froom,0.67,10,4
clasp,0.25,9,5
lions,0.67,5,5
scrae,0.67,7,5
kokra,0.67,13,4
usual,1.5,5,4
pocks,0.25,13,5
katti,0.67,9,4
erred,0.67,6,3
alews,0.67,8,5
senna,0.67,5,4
johns,0.25,15,5
peola,1.5,7,5
vaute,1.5,8,5
unica,1.5,7,5
faugh,0.67,12,5
trees,0.67,5,4
gloat,0.67,6,5
kheer,0.67,12,4
debit,0.67,8,5
yowza,0.67,20,5
stark,0.25,9,5
nails,0.67,5,5
runch,0.25,10,5
hatch,0.25,13,4
quine,1.5,14,5
flues,0.67,8,5
toits,0.67,5,4
ricer,0.67,7,4
mohrs,0.25,10,5
fural,0.67,8,5
ecash,0.67,10,5
mommy,0.25,14,3
rohan,0.67,8,5
inwit,0.67,8,4
felon,0.67,8,5
dikas,0.67,10,5
frown,0.25,11,5
naibs,0.67,7,5
birsy,0.25,10,5
clons,0.25,7,5
chais,0.67,10,5
bokes,0.67,11,5
padri,0.67,8,5
loner,0.67,5,5
aidoi,4.0,6,4
olehs,0.67,8,5
tiros,0.67,5,5
pyins,0.25,10,5
sushi,0.67,8,4
timid,0.67,8,4
animi,1.5,7,4
krans,0.25,9,5
serra,0.67,5,4
vehme,0.67,13,4
proso,0.67,7,4
semie,1.5,7,4
dimbo,0.67,10,5
apoop,1.5,9,3
acher,0.67,10,5
balks,0.25,11,5
poser,0.67,7,5
gaudy,0.67,10,5
raits,0.67,5,5
labda,0.67,8,4
sdayn,0.25,9,5
sleer,0.67,5,4
goodo,1.5,7,3
tanto,0.67,5,4
sixth,0.25,15,5
agogo,1.5,7,3
owsen,0.67,8,5
panks,0.25,11,5
aksed,0.67,10,5
roups,0.67,7,5
enoki,1.5,9,5
demoi,1.5,8,5
awdls,0.25,9,5
navew,0.67,11,5
venas,0.67,8,5
twaes,0.67,8,5
spurt,0.25,7,5
trady,0.25,9,5
tress,0.25,5,4
saxes,0.67,12,4
taint,0.67,5,4
tunas,0.67,5,5
aight,0.67,9,5
arame,1.5,7,4
swive,0.67,11,5
suint,0.67,5,5
rimon,0.67,7,5
drink,0.25,10,5
leach,0.67,10,5
sedgy,0.25,10,5
whilk,0.25,15,5
ziram,0.67,16,5
krang,0.25,10,5
years,0.67,8,5
bolos,0.67,7,4
huggy,0.25,13,4
jaker,0.67,16,5
zincy,0.25,19,5
breid,0.67,8,5
omens,0.67,7,5
foxes,0.67,15,5
upset,0.67,7,5
wadts,0.25,9,5
being,0.67,8,5
grout,0.67,6,5
nodal,0.67,6,5
grano,0.67,6,5
oyama,1.5,10,4
hooty,0.67,11,4
herbs,0.25,10,5
cooee,4.0,7,3
kulfi,0.67,12,5
mobee,1.5,9,4
addra,0.67,7,3
alack,0.67,11,4
fugue,1.5,9,4
noose,1.5,5,4
sajou,1.5,12,5
peyse,0.67,10,4
genoa,1.5,6,5
osars,0.67,5,4
upbye,0.67,12,5
aquae,4.0,14,4
caged,0.67,9,5
salal,0.67,5,3
imlis,0.67,7,4
ondes,0.67,6,5
passu,0.67,7,4
lolly,0.25,8,3
vealy,0.67,11,5
bleed,0.67,8,4
abyes,0.67,10,5
ploye,0.67,10,5
stake,0.67,9,5
nyuze,0.67,17,5
weigh,0.67,12,5
combe,0.67,11,5
memos,0.67,9,4
orles,0.67,5,5
acned,0.67,8,5
voile,1.5,8,5
wikis,0.67,12,4
stond,0.25,6,5
toses,0.67,5,4
shoes,0.67,8,4
bocks,0.25,13,5
aesir,1.5,5,5
zymic,0.25,21,5
presa,0.67,7,5
pises,0.67,7,4
wefte,0.67,11,4
axoid,1.5,13,5
eejit,1.5,12,4
icers,0.67,7,5
bleep,0.67,9,4
ruddy,0.25,10,4
clype,0.25,12,5
moong,0.67,8,4
these,0.67,8,4
dital,0.67,6,5
tondi,0.67,6,5
emong,0.67,8,5
radii,1.5,6,4
coofs,0.67,10,4
quair,1.5,14,5
cavie,1.5,10,5
skeez,0.67,18,4
dimer,0.67,8,5
groom,0.67,8,4
sepic,0.67,9,5
canst,0.25,7,5
pacer,0.67,9,5
biccy,0.25,14,4
bield,0.67,8,5
buras,0.67,7,5
pries,0.67,7,5
resty,0.25,8,5
gnapi,0.67,8,5
woosh,0.67,11,4
gaspy,0.25,11,5
coyed,0.67,11,5
ticca,0.67,9,4
intil,0.67,5,4
vlies,0.67,8,5
xerus,0.67,12,5
taber,0.67,7,5
hajji,0.67,22,4
cargo,0.67,8,5
toped,0.67,8,5
react,0.67,7,5
vajra,0.67,15,4
fulwa,0.67,11,5
mille,0.67,7,4
quits,0.67,14,5
atoks,0.67,9,5
piani,1.5,7,4
geums,0.67,8,5
glint,0.25,6,5
mauds,0.67,8,5
daffy,0.25,15,4
triac,0.67,7,5
thong,0.25,9,5
fairs,0.67,8,5
redds,0.25,7,4
gunky,0.25,13,5
smile,0.67,7,5
compt,0.25,11,5
opepe,1.5,9,3
voddy,0.25,13,4
jager,0.67,13,5
fines,0.67,8,5
plong,0.25,8,5
notch,0.25,10,5
handi,0.67,9,5
anglo,0.67,6,5
skegs,0.25,10,4
regur,0.67,6,4
adorn,0.67,6,5
peepe,1.5,9,2
moile,1.5,7,5
sects,0.25,7,4
wrang,0.25,9,5
poral,0.67,7,5
molvi,0.67,10,5
senvy,0.25,11,5
seise,1.5,5,3
audio,4.0,6,5
gaths,0.25,9,5
gonch,0.25,11,5
brant,0.25,7,5
blimy,0.25,12,5
cooer,1.5,7,4
rotas,0.67,5,5
tolly,0.25,8,4
vulns,0.25,8,5
snows,0.25,8,4
sneck,0.25,11,5
kiddy,0.25,14,4
verry,0.25,11,4
swirl,0.25,8,5
rotta,0.67,5,4
matey,0.67,10,5
tumor,0.67,7,5
forgo,0.67,9,4
sloom,0.67,7,4
loury,0.67,8,5
rotch,0.25,10,5
dohyo,0.67,12,4
prink,0.25,11,5
lered,0.67,6,4
noxes,0.67,12,5
lifey,0.67,11,5
nanto,0.67,5,4
rahed,0.67,9,5
studs,0.25,6,4
khaya,0.67,15,4
vaire,1.5,8,5
sinew,0.67,8,5
gades,0.67,7,5
nabla,0.67,7,4
eased,1.5,6,4
harps,0.25,10,5
freit,0.67,8,5
aroma,1.5,7,4
servo,0.67,8,5
urban,0.67,7,5
airth,0.67,8,5
dumbs,0.25,10,5
hulky,0.25,15,5
azote,1.5,14,5
naeve,1.5,8,4
ranid,0.67,6,5
blaff,0.25,13,4
penis,0.67,7,5
dimly,0.25,11,5
sails,0.67,5,4
rewth,0.25,11,5
opsit,0.67,7,5
divna,0.67,9,5
mumsy,0.25,12,4
irade,1.5,6,5
odeum,1.5,8,5
slave,0.67,8,5
feeds,0.67,9,4
leben,0.67,7,4
starr,0.25,5,4
vagal,0.67,9,4
layby,0.25,13,4
hoses,0.67,8,4
rheum,0.67,10,5
woker,0.67,12,5
dorje,0.67,13,5
roded,0.67,7,4
klaps,0.25,11,5
debby,0.25,13,4
elans,0.67,5,5
porny,0.25,10,5
glent,0.25,6,5
foods,0.67,9,4
sanko,0.67,9,5
rabat,0.67,7,4
bufos,0.67,10,5
buppy,0.25,14,4
dorba,0.67,8,5
pampa,0.67,11,3
dewar,0.67,9,5
yanks,0.25,12,5
knuts,0.25,9,5
fight,0.25,12,5
comte,0.67,9,5
panch,0.25,12,5
frith,0.25,11,5
peers,0.67,7,4
foyne,0.67,11,5
baled,0.67,8,5
hoyas,0.67,11,5
cheap,0.67,12,5
lomed,0.67,8,5
bacne,0.67,9,5
samfi,0.67,10,5
zooks,0.67,18,4
winky,0.25,15,5
gryde,0.25,10,5
roose,1.5,5,4
weeny,0.67,11,4
scoff,0.25,13,4
miner,0.67,7,5
tores,0.67,5,5
coled,0.67,8,5
mezza,0.67,25,4
nutsy,0.25,8,5
hykes,0.25,15,5
titer,0.67,5,4
byway,0.25,16,4
picey,0.67,12,5
naios,1.5,5,5
hurly,0.25,11,5
leres,0.67,5,4
entry,0.25,8,5
hanse,0.67,8,5
kraal,0.67,9,4
koris,0.67,9,5
venge,0.67,9,4
abbas,0.67,9,3
gynny,0.0,12,3
beira,1.5,7,5
palpi,0.67,9,4
hanky,0.25,15,5
trild,0.25,6,5
hoied,1.5,9,5
bubas,0.67,9,4
revow,0.67,11,5
spicy,0.25,12,5
phish,0.25,13,4
wizes,0.67,17,5
diffs,0.25,12,4
terga,0.67,6,5
ohing,0.67,9,5
perky,0.25,14,5
brisk,0.25,11,5
straw,0.25,8,5
nance,0.67,7,4
rucks,0.25,11,5
joled,0.67,13,5
calos,0.67,7,5
nifty,0.25,11,5
gravy,0.25,12,5
caboc,0.67,11,4
hunch,0.25,13,4
phobe,0.67,12,5
doped,0.67,9,4
kasha,0.67,12,4
trape,0.67,7,5
moaky,0.67,14,5
yipes,0.67,10,5
vauch,0.67,13,5
dorty,0.25,9,5
libra,0.67,7,5
hully,0.25,11,4
busty,0.25,10,5
bappu,0.67,11,4
oppos,0.67,9,3
bodhi,0.67,11,5
gibel,0.67,8,5
rondo,0.67,6,4
mochs,0.25,12,5
tapen,0.67,7,5
yodle,0.67,9,5
raned,0.67,6,5
angst,0.25,6,5
oasis,1.5,5,4
mimes,0.67,9,4
draws,0.25,9,5
pinax,0.67,14,5
grisy,0.25,9,5
mobed,0.67,10,5
cress,0.25,7,4
sewan,0.67,8,5
utter,0.67,5,4
blart,0.25,7,5
jambu,0.67,16,5
funky,0.25,15,5
tufas,0.67,8,5
soths,0.25,8,4
radix,0.67,13,5
thaim,0.67,10,5
adobe,1.5,8,5
brume,0.67,9,5
skear,0.67,9,5
veily,0.67,11,5
slept,0.25,7,5
harpy,0.25,13,5
nidal,0.67,6,5
fribs,0.25,10,5
tyred,0.25,9,5
guggl,0.25,8,3
lobed,0.67,8,5
orzos,0.67,14,4
piers,0.67,7,5
scald,0.25,8,5
decko,0.67,12,5
giron,0.67,6,5
simar,0.67,7,5
hewed,0.67,12,4
vicus,0.67,10,5
casas,0.67,7,3
maars,0.67,7,4
prius,0.67,7,5
facto,0.67,10,5
alate,1.5,5,4
gonys,0.25,9,5
redip,0.67,8,5
pipas,0.67,9,4
makis,0.67,11,5
ubity,0.67,10,5
clats,0.25,7,5
batos,0.67,7,5
chere,0.67,10,4
spuds,0.25,8,4
sango,0.67,6,5
larky,0.25,12,5
tolyl,0.25,8,4
sorbi,0.67,7,5
leers,0.67,5,4
pulas,0.67,7,5
luach,0.67,10,5
parid,0.67,8,5
wenge,0.67,9,4
stave,0.67,8,5
buffi,0.67,13,4
talls,0.25,5,4
dolly,0.25,9,4
marle,0.67,7,5
mawps,0.25,12,5
guana,1.5,6,4
lycea,0.67,10,5
goaty,0.67,9,5
lairy,0.67,8,5
drupe,0.67,8,5
picul,0.67,9,5
fuzzy,0.25,29,4
pasts,0.25,7,4
doseh,0.67,9,5
arled,0.67,6,5
vegos,0.67,9,5
yowed,0.67,12,5
karez,0.67,18,5
dorbs,0.25,8,5
wains,0.67,8,5
sulks,0.25,9,4
soral,0.67,5,5
bread,0.67,8,5
mitie,1.5,7,4
inept,0.67,7,5
plugs,0.25,8,5
laksa,0.67,9,4
sofas,0.67,8,4
briks,0.25,11,5
cacas,0.67,9,3
donah,0.67,9,5
tomin,0.67,7,5
shake,0.67,12,5
crony,0.25,10,5
papes,0.67,9,4
meshy,0.25,13,5
brute,0.67,7,5
bhuna,0.67,10,5
munjs,0.25,14,5
kurre,0.67,9,4
fleas,0.67,8,5
uncap,0.67,9,5
motes,0.67,7,5
annan,0.67,5,2
sired,0.67,6,5
elect,0.67,7,4
amass,0.67,7,3
creak,0.67,11,5
jamun,0.67,14,5
hosen,0.67,8,5
porty,0.25,10,5
yonis,0.67,8,5
rosed,0.67,6,5
loamy,0.67,10,5
bibis,0.67,9,3
macca,0.67,11,3
paint,0.67,7,5
deism,0.67,8,5
aiyoo,4.0,8,4
cagey,0.67,11,5
snash,0.25,8,4
curny,0.25,10,5
shama,0.67,10,4
malai,1.5,7,4
tasse,0.67,5,4
mater,0.67,7,5
farms,0.25,10,5
drest,0.25,6,5
ruice,1.5,7,5
duett,0.67,6,4
birse,0.67,7,5
inure,1.5,5,5
tomoz,0.67,16,4
fined,0.67,9,5
wider,0.67,9,5
kenos,0.67,9,5
druse,0.67,6,5
poddy,0.25,12,4
silly,0.25,8,4
chaws,0.25,13,5
given,0.67,9,5
usury,0.67,8,4
devas,0.67,9,5
cains,0.67,7,5
freet,0.67,8,4
lushy,0.25,11,5
metif,0.67,10,5
brers,0.25,7,4
sauve,1.5,8,5
sykes,0.25,12,4
aorta,1.5,5,4
sinds,0.25,6,4
souct,0.67,7,5
pical,0.67,9,5
flood,0.67,9,4
faggy,0.25,13,4
pahit,0.67,10,5
stook,0.67,9,4
farls,0.25,8,5
mayed,0.67,11,5
direr,0.67,6,4
chank,0.25,14,5
petos,0.67,7,5
noirs,0.67,5,5
kabob,0.67,13,4
plung,0.25,8,5
naiks,0.67,9,5
stade,0.67,6,5
rezes,0.67,14,4
fusel,0.67,8,5
bancs,0.25,9,5
molie,1.5,7,5
rodny,0.25,9,5
dippy,0.25,13,4
lassu,0.67,5,4
helly,0.25,11,4
porky,0.25,14,5
telae,1.5,5,4
germs,0.25,8,5
punty,0.25,10,5
mixte,0.67,14,5
there,0.67,8,4
beery,0.67,10,4
lungs,0.25,6,5
borek,0.67,11,5
pygal,0.25,11,5
dozed,0.67,16,4
jaups,0.67,14,5
yechy,0.25,16,4
tawas,0.67,8,4
layup,0.67,10,5
winge,0.67,9,5
dings,0.25,7,5
cluey,0.67,10,5
tasto,0.67,5,4
airns,0.67,5,5
ditas,0.67,6,5
miffy,0.25,16,4
genus,0.67,6,5
fetid,0.67,9,5
churr,0.25,10,4
egged,0.67,8,3
vitae,1.5,8,5
briar,0.67,7,4
sires,0.67,5,4
mesad,0.67,8,5
whine,0.67,11,5
soapy,0.67,10,5
semas,0.67,7,4
bulse,0.67,7,5
cutto,0.67,7,4
proal,0.67,7,5
segol,0.67,6,5
liwas,0.67,8,5
solds,0.25,6,4
hydra,0.25,12,5
aroid,1.5,6,5
psalm,0.25,9,5
sadis,0.67,6,4
dinky,0.25,13,5
drugs,0.25,7,5
baken,0.67,11,5
agent,0.67,6,5
betes,0.67,7,4
oilet,1.5,5,5
vatha,0.67,11,4
puled,0.67,8,5
nullo,0.67,5,4
tithe,0.67,8,4
dildo,0.67,7,4
swans,0.25,8,4
dahis,0.67,9,5
pluto,0.67,7,5
wafts,0.25,11,5
vulva,0.67,11,4
furth,0.25,11,5
clapt,0.25,9,5
zaxes,0.67,21,5
mamas,0.67,9,3
tinty,0.25,8,4
dreck,0.25,12,5
gulch,0.25,11,5
butty,0.25,10,4
heiau,4.0,8,5
types,0.25,10,5
pairs,0.67,7,5
ortet,0.67,5,4
garth,0.25,9,5
agals,0.67,6,4
pitso,0.67,7,5
mebbe,0.67,11,3
flair,0.67,8,5
goofs,0.67,9,4
laiks,0.67,9,5
karas,0.67,9,4
amity,0.67,10,5
gawsy,0.25,12,5
moggy,0.25,12,4
lordy,0.25,9,5
samba,0.67,9,4
alone,1.5,5,5
eatin,1.5,5,5
muset,0.67,7,5
poker,0.67,11,5
trins,0.25,5,5
grist,0.25,6,5
paver,0.67,10,5
istle,0.67,5,5
plaid,0.67,8,5
groat,0.67,6,5
blond,0.25,8,5
bortz,0.25,16,5
galop,0.67,8,5
aside,1.5,6,5
calpa,0.67,9,4
augur,1.5,6,4
limes,0.67,7,5
yrivd,0.25,12,5
quail,1.5,14,5
mongo,0.67,8,4
pagle,0.67,8,5
yechs,0.25,13,5
unwit,0.67,8,5
aback,0.67,13,4
pilot,0.67,7,5
acids,0.67,8,5
ewked,0.67,13,4
beray,0.67,10,5
prian,0.67,7,5
rypin,0.25,10,5
folic,0.67,10,5
plied,0.67,8,5
okies,1.5,9,5
gushy,0.25,12,5
banda,0.67,8,4
worms,0.25,10,5
divis,0.67,9,4
pakki,0.67,15,4
muxes,0.67,14,5
cudda,0.67,9,4
conga,0.67,8,5
dined,0.67,7,4
tiffs,0.25,11,4
moxas,0.67,14,5
terce,0.67,7,4
thine,0.67,8,5
douar,1.5,6,5
gemel,0.67,8,4
dreks,0.25,10,5
pedal,0.67,8,5
towai,1.5,8,5
thigs,0.25,9,5
taits,0.67,5,4
morat,0.67,7,5
nappe,0.67,9,4
novia,1.5,8,5
wembs,0.25,12,5
smaze,0.67,16,5
talik,0.67,9,5
oncet,0.67,7,5
pecks,0.25,13,5
pruny,0.25,10,5
blays,0.25,10,5
dwaal,0.67,9,4
luaus,1.5,5,4
urger,0.67,6,4
manna,0.67,7,3
xenon,0.67,12,4
spags,0.25,8,4
biter,0.67,7,5
bunty,0.25,10,5
sinky,0.25,12,5
otary,0.67,8,5
euked,1.5,10,4
apays,0.67,10,4
scala,0.67,7,4
ostia,1.5,5,5
nasty,0.25,8,5
oopsy,0.67,10,4
dauds,0.67,7,4
beget,0.67,8,4
harry,0.25,11,4
meath,0.67,10,5
voxel,0.67,15,5
jelly,0.25,15,4
hotch,0.25,13,4
sties,0.67,5,4
creme,0.67,9,4
rules,0.67,5,5
dobra,0.67,8,5
kloof,0.67,12,4
unmad,0.67,8,5
podus,0.67,8,5
yowsa,0.67,11,5
aiyah,1.5,11,4
folia,1.5,8,5
lowry,0.25,11,5
acedy,0.67,11,5
alecs,0.67,7,5
prowl,0.25,10,5
prune,0.67,7,5
elude,1.5,6,4
xylem,0.25,17,5
lumme,0.67,9,4
nisin,0.67,5,3
ruble,0.67,7,5
tulps,0.25,7,5
yopos,0.67,10,4
duits,0.67,6,5
lulus,0.67,5,3
necks,0.25,11,5
tapir,0.67,7,5
lezzo,0.67,23,4
leaze,1.5,14,4
evegs,0.67,9,4
bumps,0.25,11,5
odder,0.67,7,4
grips,0.25,8,5
prone,0.67,7,5
fugal,0.67,9,5
hullo,0.67,8,4
morne,0.67,7,5
owies,1.5,8,5
lobby,0.25,12,4
yarns,0.25,8,5
teade,1.5,6,4
smirk,0.25,11,5
yandy,0.25,12,4
cusks,0.25,11,4
jures,0.67,12,5
psyop,0.25,12,4
rhino,0.67,8,5
kanji,0.67,16,5
traik,0.67,9,5
areic,1.5,7,5
butle,0.67,7,5
spina,0.67,7,5
letup,0.67,7,5
khets,0.25,12,5
loess,0.67,5,4
mason,0.67,7,5
orpin,0.67,7,5
ureid,1.5,6,5
nurls,0.25,5,5
suona,1.5,5,5
bingo,0.67,8,5
namak,0.67,11,4
bassy,0.25,10,4
hasps,0.25,10,4
linky,0.25,12,5
molar,0.67,7,5
